Name,Phone,Date,Duration_timespan,Duration_Sec
"Melisa Becker","6434263388","23/02/21 11:37:37 AM","00:11:14","14"
"Norval Runolfsson","8271406530","27/02/23 05:29:26 AM","00:09:52","52"
"Cordia Weissnat","8714675243","30/06/23 02:07:55 PM","00:33:47","47"
"Catharine Dare","7475065872","10/11/22 03:56:28 AM","00:19:57","57"
"Jedidiah Kuhic","8838455708","12/06/23 12:55:19 AM","00:53:05","5"
"Kim Lesch","8671863255","17/01/22 12:50:39 PM","00:25:12","12"
"Elizabeth Kerluke","7641637280","17/02/23 08:22:05 AM","00:31:38","38"
"Jacques Kessler","8027520724","29/05/22 04:00:44 PM","00:46:41","41"
"Rocio Lynch","8275473471","31/07/22 09:20:15 AM","00:01:56","56"
"Buck Erdman","7420567307","16/04/22 08:55:11 AM","00:51:14","14"
"Jasmin Balistreri","6856377365","15/09/21 07:14:36 AM","00:03:58","58"
"Theo Kihn","6825544206","24/05/21 08:33:57 AM","00:44:07","7"
"Elbert Reichel","8812480763","06/06/21 08:53:20 AM","00:56:43","43"
"Grady Wintheiser","6252764861","12/04/22 03:06:05 PM","00:28:09","9"
"Mauricio Wilderman","6415734707","02/01/21 03:02:26 PM","00:32:38","38"
"Jarod Tromp","6738863880","08/08/21 12:18:54 PM","00:55:08","8"
"Jose Brekke","6667002384","26/12/22 10:31:35 PM","00:53:55","55"
"Darlene Schmitt","7465500580","16/02/23 12:22:45 PM","00:48:00","0"
"Alexandro Heidenreich","7016647153","03/02/21 11:46:44 PM","00:46:55","55"
"Monique Effertz","7226776178","01/04/23 11:44:27 AM","00:19:24","24"
"Enrique Frami","6380715712","16/12/22 12:44:48 AM","00:53:46","46"
"Hailee Dooley","8500332382","12/04/21 08:17:40 PM","00:32:57","57"
"Elbert Reichel","8812480763","28/04/23 12:45:12 PM","00:08:35","35"
"Madie Christiansen","8134067075","17/03/23 02:33:12 AM","00:15:54","54"
"Terrence Beer","8186680762","26/07/21 12:36:39 PM","00:19:06","6"
"Jane Prosacco","7618060341","19/04/21 10:29:50 PM","00:44:37","37"
"Theron Osinski","6656424264","12/01/21 11:32:25 AM","00:08:46","46"
"Madie Christiansen","8134067075","04/03/23 08:07:25 PM","00:43:53","53"
"Rudy Gleichner","8158818283","03/01/21 09:44:19 AM","00:20:10","10"
"Kali Blanda","6174001627","30/06/23 07:32:44 PM","00:26:13","13"
"Adolphus McGlynn","7674284835","14/10/21 03:39:23 AM","00:36:41","41"
"Tabitha Abshire","7511163240","01/04/22 05:10:41 AM","00:50:15","15"
"Kim Lesch","8671863255","06/05/22 05:26:46 PM","00:45:49","49"
"Kim Lesch","8671863255","11/11/21 02:52:05 AM","00:50:27","27"
"Arjun Emmerich","6741632365","11/11/22 08:09:42 PM","00:02:17","17"
"Brigitte Wyman","8177025320","18/09/21 01:42:21 AM","00:57:03","3"
"Rudy Gleichner","8158818283","09/05/23 12:45:01 PM","00:49:33","33"
"Alisa Schoen","6264071647","21/05/23 03:48:25 AM","00:25:02","2"
"Eriberto Schneider","8234530177","26/11/21 10:43:30 AM","00:12:48","48"
"Jarod Tromp","6738863880","15/03/22 04:50:23 PM","00:06:01","1"
"Jordan Toy","6637305371","25/09/22 12:56:00 AM","00:14:25","25"
"Margret Veum","8008140110","06/01/21 06:18:26 AM","00:57:29","29"
"Izabella Price","6302575247","04/02/21 10:13:28 AM","00:37:33","33"
"Nash Cummings","8558821633","19/03/21 01:49:33 AM","00:59:22","22"
"Isom Schumm","6287361620","12/01/23 06:59:56 AM","00:35:58","58"
"Osbaldo Frami","6363788523","10/11/22 03:47:15 AM","00:40:20","20"
"Lucienne Konopelski","6800123174","31/10/21 10:52:16 AM","00:28:02","2"
"Abigayle Barton","8425588575","16/04/21 10:24:23 PM","00:34:32","32"
"Terrence Beer","8186680762","05/03/21 03:12:41 PM","00:39:25","25"
"Grady Wintheiser","6252764861","02/01/23 06:37:13 AM","00:48:32","32"
"Maida Kassulke","7435070538","02/02/23 01:40:27 AM","00:37:23","23"
"Nash Cummings","8558821633","24/11/22 06:31:29 AM","00:32:57","57"
"Margret Veum","8008140110","03/10/21 06:28:35 AM","00:43:17","17"
"Lenna Lueilwitz","6336328528","29/08/21 01:46:22 PM","00:29:05","5"
"Eriberto Schneider","8234530177","15/12/21 02:59:29 PM","00:01:35","35"
"Horace Kirlin","8441388320","23/12/21 03:24:08 PM","00:51:14","14"
"Thad Sawayn","8187164073","27/10/22 01:20:30 AM","00:14:23","23"
"Judy Kertzmann","8668211071","15/08/21 06:34:00 AM","00:53:29","29"
"Thad Sawayn","8187164073","25/02/22 12:12:00 PM","00:07:55","55"
"Catharine Dare","7475065872","28/03/23 07:43:25 PM","00:25:14","14"
"Gust Mueller","8615272163","27/02/22 04:19:41 PM","00:48:15","15"
"Alayna Glover","8154056327","04/03/21 07:00:40 AM","00:19:28","28"
"Lucious Grant","6212311665","30/08/22 06:39:14 PM","00:54:52","52"
"Abigayle Barton","8425588575","19/09/22 05:17:13 AM","00:33:25","25"
"Connor Ward","7726866607","06/02/23 12:18:06 PM","00:54:29","29"
"Alayna Glover","8154056327","07/04/23 07:19:29 PM","00:11:11","11"
"Jordan Toy","6637305371","16/01/22 08:10:19 AM","00:49:02","2"
"Mina Jones","8122755614","22/09/22 07:08:26 AM","00:56:50","50"
"Darlene Schmitt","7465500580","24/09/22 02:41:14 PM","00:14:20","20"
"Jordyn Kunde","8074652402","31/07/22 03:17:49 PM","00:07:13","13"
"Lucienne Konopelski","6800123174","09/06/22 05:58:24 PM","00:52:13","13"
"Catharine Dare","7475065872","12/05/23 06:05:25 AM","00:15:27","27"
"Selmer Moen","8073015233","14/12/21 07:32:56 PM","00:22:53","53"
"Kali Blanda","6174001627","09/07/21 03:31:13 AM","00:04:10","10"
"Ross Ondricka","8874661140","27/04/22 09:46:50 PM","00:15:43","43"
"Horace Kirlin","8441388320","17/08/22 01:45:54 PM","00:03:23","23"
"Adolphus McGlynn","7674284835","05/05/22 12:45:12 AM","00:51:22","22"
"Maida Kassulke","7435070538","04/05/23 06:52:24 PM","00:24:56","56"
"Kennedy Borer","7307402025","21/06/22 09:54:01 AM","00:04:17","17"
"Jedidiah Kuhic","8838455708","08/09/21 03:05:16 PM","00:52:21","21"
"Brigitte Wyman","8177025320","27/05/21 03:20:10 AM","00:48:12","12"
"Meagan Torp","8815612476","06/07/23 07:18:34 PM","00:39:10","10"
"Lucious Grant","6212311665","26/12/22 07:09:10 AM","00:54:13","13"
"Jedidiah Kuhic","8838455708","10/11/22 12:20:27 AM","00:45:36","36"
"Catharine Dare","7475065872","05/10/21 10:02:45 PM","00:32:49","49"
"Grayson Kris","6446678835","18/08/21 10:03:39 AM","00:55:02","2"
"Adolphus McGlynn","7674284835","14/12/21 12:50:39 PM","00:48:47","47"
"Jose Brekke","6667002384","05/03/22 05:44:44 PM","00:32:17","17"
"Rocio Lynch","8275473471","08/07/22 03:55:47 PM","00:03:31","31"
"Jordyn Kunde","8074652402","19/04/22 05:54:55 AM","00:52:28","28"
"Mckenna Greenfelder","8474444466","06/10/21 06:28:07 AM","00:18:00","0"
"Mauricio Wilderman","6415734707","13/01/23 07:22:38 PM","00:08:08","8"
"Mckenna Greenfelder","8474444466","27/12/22 08:25:38 AM","00:28:42","42"
"Mauricio Wilderman","6415734707","04/02/23 07:57:40 AM","00:28:41","41"
"Jasmin Balistreri","6856377365","15/05/23 12:44:17 PM","00:59:12","12"
"Grayson Kris","6446678835","29/03/23 04:45:17 PM","00:14:27","27"
"Hailee Dooley","8500332382","06/01/21 12:46:54 AM","00:10:26","26"
"Gust Mueller","8615272163","03/05/23 07:33:49 AM","00:14:50","50"
"Buck Erdman","7420567307","09/09/22 04:57:35 PM","00:39:56","56"
"Lucious Grant","6212311665","06/05/21 12:18:03 PM","00:44:37","37"
"Jordyn Kunde","8074652402","23/11/22 04:57:34 PM","00:10:36","36"
"Jordan Toy","6637305371","29/05/22 03:52:15 AM","00:24:27","27"
"Mina Jones","8122755614","13/06/23 01:29:31 AM","00:28:12","12"
"Alexandro Heidenreich","7016647153","19/10/22 06:41:46 AM","00:01:27","27"
"Elbert Reichel","8812480763","05/05/22 02:14:13 AM","00:19:04","4"
"Madie Christiansen","8134067075","23/02/21 02:17:23 AM","00:20:07","7"
"Elizabeth Kerluke","7641637280","18/12/22 04:40:08 AM","00:00:23","23"
"Kara Hackett","8371131081","07/01/23 08:33:21 PM","00:15:30","30"
"Loy Anderson","7751552622","29/05/23 10:32:07 PM","00:09:46","46"
"Darlene Schmitt","7465500580","15/04/21 11:18:34 PM","00:59:48","48"
"Mauricio Wilderman","6415734707","04/07/22 08:15:28 AM","00:26:14","14"
"Gust Mueller","8615272163","26/10/22 07:41:54 PM","00:04:52","52"
"Kim Lesch","8671863255","07/12/22 06:45:41 PM","00:27:35","35"
"Amos Wisoky","7524067281","04/08/22 06:50:05 AM","00:56:29","29"
"Loy Anderson","7751552622","18/07/22 06:21:36 PM","00:44:47","47"
"Lenna Lueilwitz","6336328528","24/03/21 07:27:01 AM","00:48:25","25"
"Selmer Moen","8073015233","22/05/23 03:03:53 PM","00:36:07","7"
"Alayna Glover","8154056327","09/11/22 11:07:39 AM","00:08:50","50"
"Sydnie Adams","6111075846","08/05/23 04:58:49 PM","00:29:16","16"
"Dexter Rodriguez","7567834867","15/08/21 03:06:50 PM","00:05:20","20"
"Mckenna Greenfelder","8474444466","07/10/22 05:44:53 PM","00:17:23","23"
"Lucienne Konopelski","6800123174","11/04/21 05:25:13 AM","00:55:46","46"
"Tiara Blick","8544178677","03/02/23 02:13:21 PM","00:49:21","21"
"Gail Kunde","7144608124","03/04/23 03:25:56 AM","00:12:25","25"
"Jarod Tromp","6738863880","17/01/21 09:57:21 PM","00:16:58","58"
"Barrett Ritchie","8621786146","21/02/23 03:00:41 PM","00:29:31","31"
"Alisa Schoen","6264071647","08/02/23 05:09:53 PM","00:26:47","47"
"Zakary Jerde","7558066525","31/05/23 11:35:31 PM","00:57:44","44"
"Isom Schumm","6287361620","18/05/21 01:26:11 PM","00:12:28","28"
"Cristopher Gislason","6542362170","13/06/21 03:04:13 AM","00:37:54","54"
"Izabella Price","6302575247","01/06/22 03:44:37 PM","00:31:33","33"
"Alexandro Heidenreich","7016647153","20/07/21 09:49:13 AM","00:45:40","40"
"Catharine Dare","7475065872","01/01/23 03:34:14 AM","00:53:42","42"
"Eulalia Carter","6620381605","08/11/22 12:55:30 AM","00:55:22","22"
"Hallie Walsh","8125458303","21/03/23 03:08:57 PM","00:24:42","42"
"Maida Kassulke","7435070538","17/01/23 02:14:36 AM","00:07:14","14"
"Tabitha Abshire","7511163240","13/11/22 06:18:16 AM","00:45:02","2"
"Jordyn Kunde","8074652402","16/09/22 12:40:19 PM","00:57:39","39"
"Arjun Emmerich","6741632365","12/12/22 06:29:59 PM","00:46:35","35"
"Julian Hirthe","8750634144","16/09/22 10:46:21 PM","00:01:26","26"
"Jedidiah Kuhic","8838455708","24/05/23 01:00:32 PM","00:30:18","18"
"Alexandro Heidenreich","7016647153","01/01/21 09:27:12 AM","00:23:39","39"
"Horace Kirlin","8441388320","16/09/21 02:16:31 PM","00:43:51","51"
"Zula Davis","7505507610","05/06/23 11:05:04 AM","00:24:47","47"
"Brigitte Wyman","8177025320","18/11/21 05:01:28 AM","00:02:50","50"
"Kennedy Borer","7307402025","15/10/21 04:28:29 AM","00:46:24","24"
"Onie Yundt","8474018636","29/08/22 05:03:57 PM","00:18:17","17"
"Amos Wisoky","7524067281","04/03/23 12:56:04 PM","00:14:27","27"
"Monique Effertz","7226776178","04/02/22 07:56:46 AM","00:26:17","17"
"Noe Howe","8642773250","11/07/21 05:06:24 AM","00:08:58","58"
"Judy Kertzmann","8668211071","05/05/22 08:27:23 PM","00:07:03","3"
"Jordan Toy","6637305371","04/01/22 02:37:54 AM","00:05:57","57"
"Elbert Reichel","8812480763","23/10/21 02:33:48 PM","00:38:42","42"
"Eriberto Schneider","8234530177","15/11/22 09:15:34 AM","00:49:12","12"
"Adriel Kiehn","7143743413","19/05/22 11:20:36 AM","00:40:57","57"
"Abigayle Barton","8425588575","13/07/22 08:55:08 PM","00:34:36","36"
"Jedidiah Kuhic","8838455708","24/10/22 01:10:39 AM","00:57:03","3"
"Jacques Kessler","8027520724","14/11/22 03:46:18 PM","00:11:38","38"
"Alice Spencer","8868223038","17/06/21 10:35:49 PM","00:39:20","20"
"Mckenna Greenfelder","8474444466","26/10/22 10:20:02 AM","00:48:06","6"
"Hailee Dooley","8500332382","15/08/22 01:09:40 PM","00:30:54","54"
"Jordan Toy","6637305371","27/05/22 11:17:44 AM","00:10:48","48"
"Maida Kassulke","7435070538","04/01/23 05:04:21 PM","00:22:01","1"
"Rocio Lynch","8275473471","17/06/23 02:14:39 PM","00:03:27","27"
"Dexter Rodriguez","7567834867","16/10/21 07:08:45 AM","00:39:52","52"
"Amos Wisoky","7524067281","31/10/22 12:21:18 PM","00:48:43","43"
"Noe Howe","8642773250","08/05/23 12:27:35 AM","00:12:30","30"
"Clovis Boyer","7672443644","23/08/22 03:07:58 AM","00:59:05","5"
"Eulalia Carter","6620381605","19/06/22 02:06:20 AM","00:33:27","27"
"Jordan Toy","6637305371","02/01/21 06:14:01 AM","00:57:44","44"
"Mauricio Wilderman","6415734707","10/10/22 02:12:30 AM","00:58:38","38"
"Marcus Homenick","8100511881","06/09/21 02:26:35 AM","00:19:38","38"
"Jarod Tromp","6738863880","19/12/21 12:28:51 PM","00:52:42","42"
"Onie Yundt","8474018636","10/04/21 01:04:15 AM","00:49:05","5"
"Judy Kertzmann","8668211071","15/05/21 11:55:55 PM","00:43:25","25"
"Judy Kertzmann","8668211071","09/07/21 08:53:49 PM","00:18:48","48"
"Theo Kihn","6825544206","26/05/22 12:38:11 AM","00:57:34","34"
"Izabella Price","6302575247","02/09/22 04:24:35 PM","00:24:36","36"
"Adolphus McGlynn","7674284835","02/04/23 07:12:23 PM","00:46:46","46"
"Roberta Gorczany","6782844083","02/06/23 11:14:04 PM","00:53:25","25"
"Reginald Wuckert","7171250628","17/05/23 03:53:28 AM","00:22:12","12"
"Jordyn Kunde","8074652402","26/09/21 10:49:04 AM","00:56:52","52"
"Adriel Kiehn","7143743413","13/06/23 02:40:47 AM","00:46:05","5"
"Morris Goldner","8880873376","04/03/22 08:49:59 PM","00:42:00","0"
"Alisa Schoen","6264071647","28/06/21 02:59:47 AM","00:17:55","55"
"Sydnie Adams","6111075846","25/11/22 07:35:19 PM","00:00:32","32"
"Eriberto Schneider","8234530177","22/09/21 06:55:45 PM","00:47:45","45"
"Terrence Beer","8186680762","08/09/22 06:56:42 AM","00:07:51","51"
"Jacques Kessler","8027520724","19/01/21 07:08:51 AM","00:47:52","52"
"Melisa Becker","6434263388","07/03/21 05:44:00 PM","00:24:51","51"
"Theo Kihn","6825544206","10/12/21 02:51:01 PM","00:57:37","37"
"Melisa Becker","6434263388","05/02/23 06:04:22 AM","00:52:05","5"
"Mckenna Greenfelder","8474444466","06/12/21 06:55:39 PM","00:55:44","44"
"Adolphus McGlynn","7674284835","16/02/22 04:06:49 AM","00:03:13","13"
"Cordia Weissnat","8714675243","20/01/23 08:09:44 AM","00:51:22","22"
"Jasmin Balistreri","6856377365","12/08/21 10:10:21 PM","00:43:10","10"
"Juana Welch","8440655110","12/03/22 07:11:04 AM","00:21:21","21"
"Theo Kihn","6825544206","30/09/22 01:34:22 AM","00:43:47","47"
"Darlene Schmitt","7465500580","20/01/23 06:32:05 PM","00:24:03","3"
"Tiara Blick","8544178677","17/02/22 03:25:23 AM","00:41:59","59"
"Ross Ondricka","8874661140","20/06/22 11:52:58 PM","00:18:03","3"
"Cordia Weissnat","8714675243","22/02/21 06:57:02 AM","00:41:18","18"
"Rudy Gleichner","8158818283","30/04/21 11:53:01 PM","00:06:32","32"
"Jada Kunze","6817842047","12/10/21 07:45:14 PM","00:40:52","52"
"Gail Kunde","7144608124","19/01/21 06:32:46 AM","00:29:41","41"
"Meagan Torp","8815612476","07/09/21 11:55:22 AM","00:27:01","1"
"Selmer Moen","8073015233","05/10/22 11:14:41 AM","00:54:13","13"
"Kali Blanda","6174001627","15/06/23 04:29:48 AM","00:44:24","24"
"Onie Yundt","8474018636","28/06/22 07:20:40 AM","00:45:42","42"
"Grayson Kris","6446678835","28/05/23 03:51:50 AM","00:01:02","2"
"Isom Schumm","6287361620","04/02/23 05:31:03 PM","00:15:51","51"
"Enrique Frami","6380715712","12/04/23 11:56:38 AM","00:40:50","50"
"Rhianna Towne","6388062322","17/10/22 03:04:40 PM","00:46:55","55"
"Gust Mueller","8615272163","07/11/22 07:43:03 PM","00:19:31","31"
"Ross Ondricka","8874661140","30/08/22 09:31:55 PM","00:24:50","50"
"Carroll Rowe","7483527142","26/01/22 08:06:21 PM","00:21:14","14"
"Enrique Frami","6380715712","19/01/22 04:50:28 AM","00:39:32","32"
"Mina Jones","8122755614","06/06/23 01:42:59 PM","00:33:21","21"
"Adolphus McGlynn","7674284835","01/08/22 02:39:50 PM","00:56:45","45"
"Horace Kirlin","8441388320","24/03/22 03:48:08 PM","00:58:47","47"
"Gust Mueller","8615272163","19/01/23 07:39:16 PM","00:02:04","4"
"Kennedy Borer","7307402025","14/09/22 12:04:06 AM","00:56:26","26"
"Eulalia Carter","6620381605","13/11/21 08:40:36 AM","00:15:40","40"
"Gust Mueller","8615272163","16/03/23 03:37:00 PM","00:03:52","52"
"Sydnie Adams","6111075846","03/07/23 05:43:34 PM","00:31:28","28"
"Theo Kihn","6825544206","31/07/22 08:18:00 AM","00:05:53","53"
"Melisa Becker","6434263388","28/04/23 12:56:40 PM","00:58:33","33"
"Kali Blanda","6174001627","21/06/23 03:09:52 AM","00:33:47","47"
"Grady Wintheiser","6252764861","04/07/21 06:31:43 AM","00:42:37","37"
"Selmer Moen","8073015233","16/07/21 04:17:22 AM","00:08:30","30"
"Julian Hirthe","8750634144","30/12/21 08:57:10 AM","00:21:23","23"
"Carroll Rowe","7483527142","14/09/22 02:28:07 AM","00:44:46","46"
"Horace Kirlin","8441388320","05/11/22 04:52:09 AM","00:31:22","22"
"Monique Effertz","7226776178","27/06/22 12:22:17 PM","00:06:11","11"
"Mauricio Wilderman","6415734707","20/01/22 01:00:58 PM","00:49:05","5"
"Katelin Dicki","7771071266","25/08/21 01:37:22 PM","00:23:46","46"
"Alexandro Heidenreich","7016647153","12/05/22 08:01:41 AM","00:30:42","42"
"Abigayle Barton","8425588575","30/09/22 11:31:40 PM","00:55:28","28"
"Destini Hilll","7748632750","06/12/22 11:21:24 AM","00:12:09","9"
"Elizabeth Kerluke","7641637280","20/12/21 05:58:35 PM","00:26:12","12"
"Kim Lesch","8671863255","03/01/22 10:08:38 AM","00:39:42","42"
"Alexandro Heidenreich","7016647153","16/02/22 08:03:16 AM","00:55:42","42"
"Theron Osinski","6656424264","26/03/23 05:59:17 PM","00:08:03","3"
"Ross Ondricka","8874661140","08/04/21 04:27:01 AM","00:22:43","43"
"Izabella Price","6302575247","11/03/23 12:14:54 AM","00:39:31","31"
"Rhianna Towne","6388062322","27/01/21 06:11:55 AM","00:17:35","35"
"Jane Prosacco","7618060341","03/02/22 03:12:09 AM","00:49:40","40"
"Theo Kihn","6825544206","25/11/22 10:59:34 PM","00:41:51","51"
"Jedidiah Kuhic","8838455708","08/06/23 12:38:41 AM","00:20:08","8"
"Destini Hilll","7748632750","12/08/22 08:02:40 AM","00:23:48","48"
"Zakary Jerde","7558066525","15/05/23 07:39:25 PM","00:31:06","6"
"Thad Sawayn","8187164073","06/05/21 12:07:05 AM","00:46:40","40"
"Ross Ondricka","8874661140","11/05/22 07:42:30 PM","00:32:13","13"
"Rudy Gleichner","8158818283","10/06/22 06:05:14 PM","00:27:10","10"
"Noe Howe","8642773250","29/03/22 07:55:19 PM","00:09:48","48"
"Kadin Wilderman","7820212022","12/09/22 04:32:30 AM","00:30:06","6"
"Shaniya Shields","8214805385","02/12/21 02:30:09 PM","00:37:54","54"
"Jacques Kessler","8027520724","22/08/22 12:21:58 PM","00:21:55","55"
"Gust Mueller","8615272163","06/04/23 01:09:43 AM","00:16:38","38"
"Eriberto Schneider","8234530177","27/06/23 06:48:10 PM","00:36:00","0"
"Jane Prosacco","7618060341","26/02/22 09:25:47 AM","00:34:40","40"
"Juana Welch","8440655110","29/01/22 02:57:00 AM","00:33:52","52"
"Bradley Herman","8134657302","12/06/22 05:01:37 AM","00:55:51","51"
"Jordyn Kunde","8074652402","29/03/21 05:45:08 AM","00:30:43","43"
"Izabella Price","6302575247","14/08/22 11:02:35 PM","00:21:07","7"
"Lenna Lueilwitz","6336328528","24/02/22 03:14:08 PM","00:01:40","40"
"Cordia Weissnat","8714675243","13/06/21 10:08:56 AM","00:00:11","11"
"Destini Hilll","7748632750","28/10/22 11:41:23 AM","00:35:45","45"
"Terrence Beer","8186680762","08/02/21 01:43:38 AM","00:55:03","3"
"Alayna Glover","8154056327","02/07/22 11:43:04 AM","00:14:06","6"
"Elbert Reichel","8812480763","10/11/21 03:35:14 PM","00:07:58","58"
"Barrett Ritchie","8621786146","09/01/21 11:26:43 AM","00:30:30","30"
"Rudy Gleichner","8158818283","30/12/22 04:01:48 AM","00:46:03","3"
"Destini Hilll","7748632750","04/05/21 08:02:39 PM","00:05:36","36"
"Loy Anderson","7751552622","08/03/22 04:01:52 PM","00:50:25","25"
"Darron Towne","6481435540","03/03/23 04:48:00 AM","00:36:09","9"
"Lenna Lueilwitz","6336328528","10/06/23 11:42:00 AM","00:06:18","18"
"Zakary Jerde","7558066525","25/06/22 08:01:52 PM","00:42:49","49"
"Jane Prosacco","7618060341","11/01/22 06:52:17 PM","00:29:06","6"
"Theo Kihn","6825544206","20/04/21 07:01:33 PM","00:17:02","2"
"Grady Wintheiser","6252764861","01/09/21 09:26:26 AM","00:25:11","11"
"Melisa Becker","6434263388","12/02/23 05:25:25 AM","00:31:51","51"
"Julian Hirthe","8750634144","23/05/22 07:19:24 AM","00:34:03","3"
"Brigitte Wyman","8177025320","30/03/23 02:14:43 PM","00:27:06","6"
"Jose Brekke","6667002384","17/04/21 05:15:36 AM","00:01:26","26"
"Alayna Glover","8154056327","19/03/21 04:54:15 PM","00:51:45","45"
"Catharine Dare","7475065872","25/03/21 07:10:23 AM","00:03:50","50"
"Isom Schumm","6287361620","13/03/22 08:57:29 AM","00:38:22","22"
"Isom Schumm","6287361620","26/05/21 06:39:30 AM","00:01:26","26"
"Catharine Dare","7475065872","17/08/22 04:30:47 AM","00:32:58","58"
"Wellington Grimes","6066455212","09/01/22 01:34:43 PM","00:41:57","57"
"Gerard Bechtelar","7356483774","20/06/22 03:55:35 AM","00:11:28","28"
"Gust Mueller","8615272163","25/06/21 03:43:07 PM","00:22:32","32"
"Noe Howe","8642773250","14/05/21 06:40:32 PM","00:07:35","35"
"Terrence Beer","8186680762","06/01/23 10:46:24 PM","00:23:42","42"
"Shaniya Shields","8214805385","25/08/22 11:09:01 AM","00:15:03","3"
"Sydnie Adams","6111075846","16/08/22 06:52:43 AM","00:17:14","14"
"Izabella Price","6302575247","13/04/22 10:09:45 PM","00:37:26","26"
"Jordan Toy","6637305371","16/05/22 04:25:35 AM","00:55:16","16"
"Jedidiah Kuhic","8838455708","12/03/23 11:57:41 PM","00:03:09","9"
"Jasmin Balistreri","6856377365","08/03/22 06:05:01 PM","00:56:26","26"
"Roberta Gorczany","6782844083","13/06/22 03:21:55 AM","00:44:43","43"
"Jarod Tromp","6738863880","17/10/21 06:50:01 AM","00:40:09","9"
"Meagan Torp","8815612476","26/10/22 06:47:22 PM","00:17:15","15"
"Alice Spencer","8868223038","16/04/23 08:36:03 PM","00:54:39","39"
"Brigitte Wyman","8177025320","02/05/23 01:44:02 AM","00:18:53","53"
"Catharine Dare","7475065872","03/02/22 01:33:36 PM","00:05:32","32"
"Loy Anderson","7751552622","25/02/23 01:34:44 PM","00:07:20","20"
"Marcus Homenick","8100511881","27/12/21 02:39:15 AM","00:30:19","19"
"Hailee Dooley","8500332382","02/05/23 05:16:27 PM","00:47:45","45"
"Mckenna Greenfelder","8474444466","20/06/23 04:26:27 PM","00:25:05","5"
"Hailee Dooley","8500332382","23/03/21 10:05:05 AM","00:35:37","37"
"Roberta Gorczany","6782844083","28/07/21 07:07:12 AM","00:10:13","13"
"Lysanne O'Conner","6716264882","31/03/21 10:04:43 AM","00:19:22","22"
"Gerard Bechtelar","7356483774","08/06/23 12:11:09 PM","00:08:22","22"
"Catharine Dare","7475065872","13/05/22 08:02:12 AM","00:25:56","56"
"Jedidiah Kuhic","8838455708","18/04/21 12:50:19 PM","00:10:17","17"
"Mauricio Wilderman","6415734707","06/08/22 11:15:25 PM","00:15:20","20"
"Darlene Schmitt","7465500580","27/03/23 07:50:27 AM","00:08:00","0"
"Catharine Dare","7475065872","23/04/21 09:49:23 PM","00:07:46","46"
"Jada Kunze","6817842047","09/05/22 01:57:16 AM","00:32:40","40"
"Selmer Moen","8073015233","19/06/22 06:10:02 PM","00:58:15","15"
"Buck Erdman","7420567307","08/01/21 10:29:17 PM","00:50:10","10"
"Tiara Blick","8544178677","29/05/22 04:23:49 PM","00:11:13","13"
"Melisa Becker","6434263388","02/03/23 04:28:13 AM","00:46:28","28"
"Maida Kassulke","7435070538","24/06/22 11:45:18 PM","00:29:52","52"
"Kali Blanda","6174001627","02/09/21 04:58:15 PM","00:56:18","18"
"Meagan Torp","8815612476","12/01/21 09:08:13 AM","00:28:24","24"
"Adriel Kiehn","7143743413","16/01/22 07:22:41 AM","00:39:05","5"
"Kim Lesch","8671863255","22/11/21 04:22:59 PM","00:28:46","46"
"Eulalia Carter","6620381605","16/01/23 01:18:17 AM","00:07:58","58"
"Mireya Gusikowski","6171017041","29/01/22 08:43:10 AM","00:56:43","43"
"Selmer Moen","8073015233","25/05/21 04:48:00 AM","00:29:28","28"
"Grady Wintheiser","6252764861","07/06/22 06:54:35 AM","00:20:18","18"
"Mckenna Greenfelder","8474444466","06/03/22 11:47:01 AM","00:07:45","45"
"Mckenna Greenfelder","8474444466","25/07/22 11:12:25 AM","00:47:41","41"
"Kennedy Borer","7307402025","04/04/23 04:44:37 PM","00:56:06","6"
"Mireya Gusikowski","6171017041","15/03/23 12:58:43 PM","00:13:52","52"
"Cristopher Gislason","6542362170","20/03/23 10:06:36 PM","00:48:44","44"
"Melisa Becker","6434263388","10/05/22 10:36:30 AM","00:15:18","18"
"Tabitha Abshire","7511163240","27/03/23 07:25:38 PM","00:47:34","34"
"Eulalia Carter","6620381605","24/02/21 08:49:13 AM","00:55:30","30"
"Wellington Grimes","6066455212","14/11/22 06:43:33 AM","00:08:17","17"
"Monique Effertz","7226776178","06/04/22 12:47:47 AM","00:39:32","32"
"Alisa Schoen","6264071647","04/10/21 05:05:38 AM","00:38:47","47"
"Katelin Dicki","7771071266","16/12/21 08:21:51 AM","00:00:36","36"
"Lucious Grant","6212311665","29/03/23 08:05:46 AM","00:27:35","35"
"Mireya Gusikowski","6171017041","15/12/21 10:55:26 AM","00:08:07","7"
"Monique Effertz","7226776178","23/02/21 06:28:21 AM","00:36:14","14"
"Brigitte Wyman","8177025320","06/07/22 08:50:58 AM","00:03:22","22"
"Kim Lesch","8671863255","26/06/23 05:29:35 PM","00:28:50","50"
"Amos Wisoky","7524067281","23/02/22 08:01:53 PM","00:52:59","59"
"Buck Erdman","7420567307","13/11/21 11:23:37 PM","00:29:43","43"
"Brigitte Wyman","8177025320","07/01/21 12:30:44 AM","00:01:41","41"
"Roberta Gorczany","6782844083","28/11/22 10:33:55 PM","00:31:37","37"
"Brigitte Wyman","8177025320","15/01/23 09:21:44 PM","00:09:14","14"
"Gust Mueller","8615272163","22/04/21 09:27:30 AM","00:21:40","40"
